genes	const_pval	sex	age	bmi	p_value	beta_coef	std_err	fdr_bh_adj_pval
SENP3	1.133467191135318e-16	0.9816430263507877	0.8035549626982895	0.42173749919635783	0.5764636956925755	-0.018901291230391422	0.033722707531538755	0.9955237138812109
CDH13	6.140903964031299e-15	0.9976542029776746	0.8039690903709366	0.4565119105517287	0.5765150846949199	0.035324138736316346	0.06303201275865686	0.9955237138812109
YJU2	5.1076502445630835e-17	0.948413156910562	0.7673524158494617	0.49878746204036883	0.5767033414054821	0.028736288379007047	0.05130209506063178	0.9955237138812109
CTDSPL2	5.660748726235479e-16	0.9431443387599974	0.746723496097437	0.4741442610815989	0.576720479632975	0.019852996319317334	0.03544459768025821	0.9955237138812109
PNPLA2	3.015527362445871e-16	0.9239120261711735	0.722418197191975	0.4120606672268704	0.5767419404914906	0.022176699825308427	0.03959546095364351	0.9955237138812109
TRIAP1	3.014446764959872e-18	0.9843330284211091	0.8087099725540547	0.4742395375271172	0.5767661548428393	-0.004866251394782329	0.00868901738924709	0.9955237138812109
SPATA19	9.057748936263624e-18	0.9911204478050688	0.7403518506095038	0.3909034514691977	0.5767833150715211	-0.008578157064790502	0.015317564144995355	0.9955237138812109
UGT2B10	1.0159955272135997e-17	0.9805929901022161	0.8320809614782494	0.4691431492093059	0.5768146106193344	-0.018753879067319665	0.03349057090872111	0.9955237138812109
NUDT2	6.722036519882563e-18	0.970876062698788	0.749560471733588	0.4319708997269366	0.5768380069585153	0.005753660815065141	0.01027548680059218	0.9955237138812109
MTFR1L	3.3722217792430174e-17	0.9215436997230239	0.7813096692187316	0.40511185870499233	0.5768935418656	-0.019613039750571132	0.0350321234404272	0.9955237138812109
NECAB1	1.2118524901914557e-17	0.9509869974734654	0.7378083604737689	0.4341589245011983	0.576906890466082	-0.029593438352716606	0.05286061629398247	0.9955237138812109
CFAP47	7.652396063373104e-18	0.969917859037575	0.7729527466816453	0.4353498968241113	0.5769339194621184	-0.06446813672954954	0.11516294848888017	0.9955237138812109
SNX1	5.379870540772665e-16	0.9103228367634595	0.7921179446077847	0.4572044863002248	0.5769840276630389	0.016990604788164443	0.030355242975676308	0.9955237138812109
TSSK4	5.563865788340903e-18	0.9860447926484408	0.6855539979665817	0.40946942128336705	0.5770018035294853	-0.007692905417770762	0.013744709579041448	0.9955237138812109
ZFX	2.6736992318254618e-15	0.9254982360223767	0.6723004985689631	0.4390980200425515	0.5770040836061663	0.021741512783137018	0.038845215744996275	0.9955237138812109
BDKRB1	5.5141070828775245e-17	0.9795367313694614	0.724553741585966	0.426751192135583	0.5770479584768637	0.01129032801105917	0.020174577322743574	0.9955237138812109
SUOX	4.7599812653726775e-17	0.9271896628157719	0.753077408634061	0.41770504669092856	0.5770572733036685	0.010930202782996288	0.019531551488008964	0.9955237138812109
MYLK3	1.3963739833157778e-17	0.9831549212288302	0.7700380658444899	0.4903041998052339	0.5770647934588748	-0.030169664744163716	0.05391226728530316	0.9955237138812109
NCOR1	8.015262156630545e-13	0.9423589632655218	0.7912549284509423	0.3939388840818375	0.5771403679451919	-0.040546799236497705	0.07247029170912846	0.9955237138812109
CHMP4A	1.957179288320404e-17	0.9920030848706523	0.7707298526041766	0.41980153160315925	0.5771506664169489	-0.008418299224126815	0.015046640852135033	0.9955237138812109
PLEK	3.4247079478076913e-18	0.9793573121474566	0.8041336057352633	0.3971539206975543	0.5771671882535616	0.015711543559232793	0.028083609350498456	0.9955237138812109
MEIOB	8.769530303653788e-16	0.9995418683572523	0.7046514759634247	0.4675000594306803	0.5771777798802704	0.012715065461825686	0.022728185696752945	0.9955237138812109
ZNF74	1.4543924208038937e-16	0.9629281244122836	0.7495414920867701	0.4276933619852811	0.5772900853838394	0.017488348112189633	0.03126966745702615	0.9955237138812109
MKLN1	4.614878773212104e-17	0.9735403022444271	0.7929845106600297	0.39231006612648356	0.5773317774228309	0.03138153293200416	0.056117235153564746	0.9955237138812109
BSND	2.2863310910786916e-17	0.9115190637031141	0.7631393344736835	0.4459192186975779	0.5773862258224254	0.013190122050933978	0.023590282658493254	0.9955237138812109
KLF14	4.223726288217836e-18	0.9845292673718209	0.7798190962673306	0.5091524161267607	0.5774260244003568	-0.01655630324367205	0.02961373495805612	0.9955237138812109
ZNF519	5.6296326656073355e-18	0.931897148708767	0.8047254761206863	0.4662909242879224	0.5774306508481111	-0.031001005081423505	0.0554511904909081	0.9955237138812109
CNPY3	2.1916649424171928e-17	0.9954626258768685	0.7944706841028815	0.3871192481587572	0.5774385277651738	0.017554716308097573	0.03140059793259342	0.9955237138812109
ZEB1	2.3186173220489347e-15	0.9580706929173404	0.731597400802698	0.3978856455587211	0.5775222856203855	0.022540726156292892	0.040328097828500484	0.9955237138812109
LOC102723582	4.5760327933187626e-17	0.993360703076875	0.7244472359132685	0.4290225725357808	0.5776342742139944	0.013270436104341178	0.0237494224278634	0.9955237138812109
C16orf46	2.8498689209196393e-18	0.9575434277251039	0.7432166746665777	0.44383396516993734	0.5776715965976891	-0.023119503970470023	0.04137986225549532	0.9955237138812109
OCM	4.983885559165254e-17	0.972121650110191	0.8131882921518707	0.39999170262412365	0.5777012941539346	-0.007625409010582396	0.013649213526088536	0.9955237138812109
C22orf34	4.725844169403927e-18	0.9974794759509482	0.8428385152859025	0.49811233565475754	0.5777356124980367	0.1007661805678235	0.1803842120248906	0.9955237138812109
HPSE2	1.912355981408314e-13	0.9755684324473949	0.6633870408105079	0.4880844960695827	0.5777564989626253	0.012965823986085423	0.023211741848076554	0.9955237138812109
NELFA	2.049479498107153e-17	0.9521507378465287	0.8111397379744975	0.46005236641808833	0.5778336845659326	0.025340446874691384	0.0453743221676179	0.9955237138812109
ADIPOR2	2.580779347220191e-18	0.999821420307073	0.7105369948238118	0.43457243175892457	0.5779123036861207	-0.018315351103283813	0.03280205498435049	0.9955237138812109
REG3G	4.493630112059714e-18	0.964498716787715	0.7861306263996444	0.433507974225137	0.578019200157636	-0.013062066833841618	0.02340022275807637	0.9955237138812109
PIFO	8.457567793761276e-18	0.9471196110667068	0.7647647933240673	0.40650688988110273	0.5781688029821046	0.015422560537773883	0.027639854629956526	0.9955237138812109
SHOX2	1.0353078228372133e-14	0.9199779631258339	0.7460461938775846	0.4911915636621762	0.5781965787396215	0.015241391563444062	0.02731716831680345	0.9955237138812109
PDK3	5.266496525992063e-18	0.9618005501519231	0.7426818843702225	0.40105272515525325	0.5782381037543955	0.0271634070107154	0.048690341889042525	0.9955237138812109
CEP97	1.9737300470100122e-16	0.9718724607986374	0.8013006216209031	0.4237159968234473	0.5782582591021159	0.018891577841472385	0.03386490674198714	0.9955237138812109
PPM1M	1.6301285454638453e-16	0.9773078473245458	0.7998071578790851	0.4496910730276189	0.5785423004293905	-0.022546483461849065	0.04044693874977214	0.9955237138812109
VLDLR-AS1	4.7441578817110355e-18	0.9985923427212091	0.7539803134583373	0.4291642873600505	0.5786397097100884	0.005498469067759379	0.009866433378105567	0.9955237138812109
ADAM17	7.70806568488202e-17	0.9811136011631093	0.7667242696698999	0.4170406545443971	0.5786419452872846	0.029710659997343902	0.05331301716737067	0.9955237138812109
MAGEB6	2.4388123678918737e-18	0.973784336148298	0.8067965621457202	0.491928067990143	0.5786917697237088	0.03557920978106799	0.06385197430108948	0.9955237138812109
FEN1	1.3297613451925916e-17	0.9265918687005046	0.832325349880933	0.4433988490302688	0.5787128841281726	0.007371655514565589	0.013230225621772394	0.9955237138812109
MAPT	7.354767228445745e-18	0.9003061911330111	0.7233826409603874	0.45156939237216176	0.5788041196585936	-0.037696955244361396	0.06767262345891727	0.9955237138812109
SPATA25	2.6332140314854183e-18	0.9786478456818246	0.7627665309205851	0.4524117358983598	0.5788424516950883	-0.006575395108032213	0.011805177247379126	0.9955237138812109
YPEL5	2.6039192726028054e-18	0.9267812819989267	0.8197787631025835	0.40194495813827824	0.5788743733262945	0.010231293036201253	0.01837036383847844	0.9955237138812109
MOCS3	4.489732043674138e-18	0.9699719283417345	0.727234343095863	0.4290974342671626	0.5789083938388927	-0.008609701295170705	0.01546017132728394	0.9955237138812109
CCKBR	1.4858221772896327e-17	0.9887648594301981	0.7858469911915675	0.39598421997777733	0.5789199328579058	0.017238821668047695	0.030956155393725475	0.9955237138812109
RPE	3.041163873557212e-16	0.9381498137455223	0.6982760085183091	0.4434071062505991	0.5789736138272177	0.015667986340041726	0.028139355351742997	0.9955237138812109
NDUFA10	2.0099804874039498e-18	0.9616729788399734	0.7877916978923656	0.4809200739476386	0.5790216590936886	-0.05011622060612808	0.09001903170034185	0.9955237138812109
HDGFL1	1.56535904691648e-17	0.9553338279099557	0.7482836696494455	0.3746403159331101	0.5792056100174885	-0.024121837249715616	0.04334882000614316	0.9955237138812109
TIGD4	5.786476912012048e-16	0.9327879570333484	0.7965678626290309	0.5209956785354224	0.5792592908110865	0.010209121025144346	0.018349185860294496	0.9955237138812109
C17orf80	4.585237067782065e-18	0.9146543505376243	0.7970236289517411	0.41123316688167966	0.5793820768409201	0.024445450464217366	0.04395085224760013	0.9955237138812109
TRAPPC6A	7.189910070670263e-18	0.9502446914993754	0.8141677143404686	0.4204637216941949	0.5794138712737873	0.0267059416412197	0.04801905603119986	0.9955237138812109
TBC1D8	1.768121246715895e-17	0.9959040508156058	0.8565873093131116	0.3998886014970612	0.5794770865772009	0.025484170939041137	0.04582988240395253	0.9955237138812109
KRT33A	2.9858081531540605e-17	0.9924314524719935	0.798749743246702	0.4740526015452614	0.5795732053894993	-0.013812786784478781	0.024846762556660493	0.9955237138812109
WDR41	3.0619859290436366e-17	0.9647360134187296	0.7875957676958995	0.4459593259283726	0.5796287762384782	-0.015338616602708178	0.027595511856952554	0.9955237138812109
SNX31	4.224041324315337e-17	0.9813468372156865	0.763794354144187	0.46124617927311096	0.5797009100899357	0.02428077936750861	0.04369157073963205	0.9955237138812109
FAM172A	6.314609669220983e-16	0.9662588977514666	0.8016679124738004	0.44632338179341724	0.57973038524724	0.03149428916218244	0.05667619318828648	0.9955237138812109
LSM5	8.318588228943557e-18	0.9552126527521623	0.7800557011076528	0.41964563989482095	0.5797669371532382	0.01492356022747314	0.026858592722140365	0.9955237138812109
UAP1	2.1495723114807594e-16	0.9593300545172747	0.7990397325456047	0.42363677806435907	0.5798721514416676	-0.022023717397036277	0.03964808394458307	0.9955237138812109
PRCP	1.0483381169522337e-16	0.945484511944206	0.7418910925924574	0.44126177770951225	0.5799584177037415	0.0154798555975878	0.02787388599030174	0.9955237138812109
BMS1P2-AGAP9	1.4979717598773475e-17	0.9245582223318716	0.7671846045088273	0.38940977536266175	0.5801603321070821	0.022587258101140317	0.04069358879009902	0.9955237138812109
SLC13A4	1.930132792741233e-16	0.9695844657465217	0.7689256738576287	0.4469568082586819	0.5802211101869232	0.024025487443875726	0.04329168553231094	0.9955237138812109
GALNTL6	3.165553028264587e-16	0.9711026506591062	0.7519127118340379	0.434316086058669	0.5802412556997938	0.024737269826013986	0.04457662608625502	0.9955237138812109
PPIC	9.74966561385632e-16	0.9697971402517143	0.7272385893383565	0.4997367739816113	0.5802616766242181	0.0104728947732535	0.01887320365819933	0.9955237138812109
ZNF398	3.9362438134389326e-16	0.9354032209362879	0.8270247945303287	0.4701314374125666	0.5803279986260705	0.026311391516096627	0.047424077896708855	0.9955237138812109
NT5DC1	2.74473017007223e-15	0.9609524584990914	0.7364798353113506	0.40712396628064695	0.5803339634627898	-0.026563034301202992	0.04787839841844131	0.9955237138812109
PPFIBP2	2.0384189025677136e-14	0.9945139148206796	0.7763286389361098	0.4317316524253081	0.5804261749697105	0.033090091759761214	0.05965761039322509	0.9955237138812109
MRGBP	4.0887486790244096e-18	0.9887565919201503	0.7278363039295491	0.4362315424892411	0.5804513131575477	-0.016529228584934524	0.0298022706544353	0.9955237138812109
TMEM102	2.6938500659927798e-17	0.9958582145953825	0.7562458388450983	0.44398683970148445	0.580501109564984	0.006719286769106651	0.012116499574755062	0.9955237138812109
SPOCD1	6.887957912474354e-17	0.9327563618395882	0.7235366225153106	0.3891388037390938	0.5805076502671517	0.047099692677258886	0.08493361031096998	0.9955237138812109
CENPF	6.01062075963116e-14	0.9619192118976211	0.7676749104619487	0.43503054098973526	0.5805183096141062	0.02962894166102098	0.05343058155793916	0.9955237138812109
ZNF687	4.954435924893738e-16	0.9629105906018183	0.8031771391461731	0.38547365975642023	0.5805963273627499	0.026779508866081186	0.048302103192011676	0.9955237138812109
C1orf54	1.2165687464508085e-17	0.947269574206622	0.7857208716918942	0.4785044385037933	0.5806316028563863	0.013088325929929173	0.02360957034791827	0.9955237138812109
IFNL2	4.577502969442365e-18	0.9969527934089784	0.8044767393068423	0.41223331688525744	0.5806703261208916	-0.020112104496446015	0.036283236041582005	0.9955237138812109
PROX1	2.120766287643066e-18	0.9815669222762688	0.7172264070200148	0.5203173567329498	0.5806999772677508	-0.010911586878830759	0.019686590166578644	0.9955237138812109
ELOF1	2.187921022629526e-18	0.9513592102424022	0.7714099598511271	0.4338561779631087	0.5807213404741427	-0.00798076565703583	0.014399642337379696	0.9955237138812109
KLF6	6.35840106962562e-18	0.9437308050663724	0.7519038100418102	0.42945045611077926	0.5807747023753984	-0.012250555193965118	0.022106718023046836	0.9955237138812109
TM6SF1	1.677864813564763e-17	0.9075807556815036	0.7822296047425182	0.4303887725271378	0.5809116360696471	0.01769645909946657	0.03194569542769243	0.9955237138812109
C9orf43	2.007266777022367e-18	0.9812082816337706	0.6876548561337271	0.4912785617024432	0.5809531603094007	-0.025095654018498628	0.04530772416361417	0.9955237138812109
HEXA-AS1	3.81218992169742e-16	0.9595443701929096	0.7171149930321704	0.47647037647277857	0.5809622402333026	0.04096117471223733	0.07395313283144594	0.9955237138812109
PBLD	2.0525936014015963e-17	0.9799958687549573	0.8045359330543354	0.4405723611161878	0.5809830419007064	-0.017643516529590505	0.031856147163502095	0.9955237138812109
DNAJC3	1.8139492260063896e-16	0.9609890298725059	0.779345921075635	0.402024044014363	0.5810141139196278	-0.017639271841541126	0.031851104402306034	0.9955237138812109
OR4A16	2.4076887762977313e-17	0.9523426813326211	0.7591437671216061	0.4276621639385396	0.5811137834081955	0.012873145262330007	0.023251082414495968	0.9955237138812109
AARS1	9.973762623245865e-16	0.9700880021317542	0.8086159515314575	0.41533889553396497	0.581181589797809	-0.02455967689581505	0.04436690905170121	0.9955237138812109
ZNF235	1.3150429837886064e-17	0.9981801272722242	0.7898721723176625	0.47855003586750566	0.5811983294907035	-0.019621988918216038	0.035448577551426136	0.9955237138812109
STPG4	2.6442405091680783e-18	0.9676632452503608	0.7226413020153652	0.45442059848657723	0.5812193107947697	-0.015919002135606847	0.028760456282834482	0.9955237138812109
ATP5PO	5.58655789427123e-17	0.9739347247750413	0.7854363792386018	0.4250164283057477	0.5812363805716249	-0.014988983697772424	0.02708144051703288	0.9955237138812109
MAATS1	7.577110810017373e-18	0.995399937258876	0.6704128517661399	0.45439805473744843	0.5813144580128125	-0.02327257785302042	0.04205657715465581	0.9955237138812109
CALB1	3.8516323963063754e-17	0.977537517761918	0.7982234577207066	0.41123085825961814	0.5814142303322041	-0.019867222510475624	0.035912152183121784	0.9955237138812109
POM121L2	5.748938103615721e-16	0.984748729245452	0.7568389541598781	0.48959885383688884	0.5814177213885052	0.020958485867315912	0.037885079232824304	0.9955237138812109
SLC5A8	2.4786223972067075e-16	0.9421823046114632	0.7808761317057857	0.45354790819921	0.5814466422666813	0.025754305140871042	0.04655769026747109	0.9955237138812109
LPO	7.929368842058576e-15	0.970639105344733	0.7282634678614065	0.460088397062659	0.581461055004131	0.018435641574035905	0.03332855145751967	0.9955237138812109
AKAP3	3.1917883645024785e-15	0.9887981600490398	0.6974015430681133	0.4403748297396566	0.5814947609388799	0.014520477766747864	0.026252936895881415	0.9955237138812109
NYNRIN	2.596746647758347e-16	0.9681375072648973	0.7976435748408923	0.40485505588874293	0.5815106320780988	0.02285057759539432	0.041315445884061774	0.9955237138812109
FAM171B	2.690371615854658e-15	0.9743407594024095	0.7012044383625377	0.44306990654932676	0.5815982803813153	0.01877379567231363	0.03395222756303875	0.9955237138812109
LOC101927730	4.117740671279128e-17	0.9619003987179118	0.8149012159270417	0.42584746706523346	0.5816571430523836	-0.016998352014752527	0.030746153609340694	0.9955237138812109
C20orf85	5.548215666256974e-17	0.9877151558826773	0.6839859583827297	0.4473978272884025	0.5816896962128117	0.013979782836507304	0.025288431373701466	0.9955237138812109
RAB4B-EGLN2	8.00791197269001e-17	0.9719858986892826	0.7512309918755767	0.4194563352521944	0.5817531966338155	0.016608733886050053	0.03004907681774441	0.9955237138812109
NRSN1	7.164323790391076e-18	0.9993672087438815	0.8177672425328442	0.45035184461325095	0.5818808235858093	-0.011780865904271381	0.021321553740453865	0.9955237138812109
TPPP3	2.234261824493346e-17	0.9687923859567197	0.8170433383685397	0.4218255497049904	0.5819741612604303	-0.012943700418314136	0.02343190718705573	0.9955237138812109
SIGLEC6	2.0614009806819042e-17	0.9776744486079381	0.765979521537152	0.4469082474921454	0.5820687739824036	0.03411332594688704	0.06177066642387457	0.9955237138812109
ERP29	6.074461325380153e-17	0.9977222873264451	0.8732324482378135	0.467449048066371	0.5821253137817821	-0.012192759382105081	0.022081338481050133	0.9955237138812109
IL17C	7.956181626886036e-18	0.9430610874070688	0.8510741176524587	0.45407056859793693	0.5821454815216633	0.018890073877295355	0.03421214432606548	0.9955237138812109
SPHK1	4.9128631275532435e-17	0.9800469747468374	0.8037356042313621	0.4466711003274475	0.582168144995596	-0.018934296317572652	0.034294299291627466	0.9955237138812109
HS3ST1	4.695374120732519e-18	0.9936818510161292	0.8184563405804625	0.4272145563506766	0.5821733395411965	0.010429888460515957	0.018891150868132697	0.9955237138812109
RPS12	3.2142481796148065e-17	0.9338698447143781	0.7893518261482247	0.4143703410923967	0.5821852739201334	-0.021915942889803697	0.039696541418440194	0.9955237138812109
B4GALT3	5.029914190278441e-17	0.9606428966131927	0.7949487051784451	0.449672389924356	0.5823505171227313	0.012680456492389934	0.02297830134518868	0.9955237138812109
COL25A1	4.493603900055997e-15	0.9375299872681524	0.7447204194943362	0.4399457731948988	0.5823642245203814	-0.032206091463260256	0.05836289970393058	0.9955237138812109
ZNF468	2.2482971208867716e-18	0.9855583055541465	0.754395612866818	0.46134179933111197	0.5824035862627712	-0.029279796860800955	0.05306550378264569	0.9955237138812109
KY	8.933433931419019e-17	0.956546989825755	0.8002692329372054	0.42405177758279555	0.5824256928218108	0.020206028217685967	0.03662272726510324	0.9955237138812109
KLHL8	2.3308222030167202e-17	0.9376936585998507	0.8468879609902658	0.4493750800152534	0.5824671977370773	0.011153698883964683	0.020217921842304237	0.9955237138812109
ADGRE3	9.401288565317988e-17	0.942630311844121	0.7843399320238925	0.4233942134505495	0.5825058256309057	0.0281378165854399	0.05100967390221874	0.9955237138812109
CNOT9	3.734787136287917e-18	0.9662717577520409	0.7211656795492514	0.45872676388402267	0.5825728491852123	-0.027743141742363753	0.05030314158776404	0.9955237138812109
ITFG2	3.0277749589993564e-14	0.9679312466491328	0.7616794585789358	0.4015602305452325	0.5826425277976539	0.03406542778906768	0.061777979986395934	0.9955237138812109
RPARP-AS1	9.587237442123382e-16	0.8719977031404025	0.8294367680027174	0.3703852039082316	0.5826662023947147	-0.016162211157738304	0.02931216851788768	0.9955237138812109
BORCS7-ASMT	1.1661084682843668e-14	0.9888380503973673	0.7292339798227324	0.49808799647957935	0.5826681015153565	0.017338752709116112	0.03144613077276066	0.9955237138812109
OR8B4	8.294961006916976e-18	0.9281724892679463	0.7653316635302246	0.4320487068994856	0.5827803708929897	0.006339015766008302	0.011500077011752246	0.9955237138812109
YAE1	4.786035920713868e-17	0.9324568720448186	0.8210656010528571	0.4288661280283568	0.5828237676352732	-0.013798291137326085	0.025035386800109426	0.9955237138812109
MC5R	2.0348460277125178e-15	0.9201244834930765	0.6913651905829301	0.4341804455801007	0.5828517766890107	0.010305999378917519	0.01870042347489314	0.9955237138812109
SOWAHA	1.035836001364519e-17	0.9594899902292686	0.7432551447645092	0.3682367314681463	0.5828546676431694	0.011623909598744347	0.021091957613822723	0.9955237138812109
NFE2L3	7.006840625268878e-17	0.9955448654865344	0.7992240335887256	0.46328459156423274	0.5828935253837001	-0.017849523851621946	0.03239187993197635	0.9955237138812109
LOC101559451	1.8233186523579016e-18	0.9630863493736983	0.6940451493345456	0.4517465736726173	0.5829239447097754	-0.013334591161643344	0.024200499922936058	0.9955237138812109
SDHAF2	2.3241987302729782e-18	0.9693492742229513	0.726777856857165	0.4381199922505731	0.5829257725860357	-0.01601919574721075	0.029072839526289477	0.9955237138812109
ICAM1	5.042247897429972e-18	0.9987533858550606	0.7764114973695022	0.4213295171280158	0.5829266308060095	-0.025428430966843274	0.04614953153756531	0.9955237138812109
GSTM2	5.6529055411679965e-18	0.9718721877667031	0.7679014020139744	0.44982142619161036	0.5829780050965077	-0.01813298323027085	0.03291366933529489	0.9955237138812109
ACP7	9.514814852790688e-18	0.9405106449574048	0.6900938471137081	0.41272731233202764	0.5831239003602254	-0.021362518434011907	0.03879072972585755	0.9955237138812109
BRD9	8.5534391014233e-17	0.916285530759068	0.7803715154520188	0.44317577788537466	0.5831946681456295	-0.042972028588782046	0.07804464025720752	0.9955237138812109
PLB1	1.1050030732891612e-13	0.9061934488642751	0.747392634945004	0.462631886819181	0.5832778237649389	0.0488253415397506	0.08869488299177171	0.9955237138812109
PCBD1	2.309506504706817e-18	0.9727362174501042	0.735597776669815	0.4279832397602097	0.5833263541860744	-0.012595553782101324	0.022883718844833045	0.9955237138812109
LINC02352	6.26346838953872e-17	0.9866122661238443	0.6921573005841355	0.4699604762356575	0.5833299346099139	0.04228239634896569	0.07681978118397814	0.9955237138812109
NUP88	5.326474145327636e-16	0.9531392553324458	0.8549926398563535	0.4448494652442121	0.5834500956501656	-0.023033697546565257	0.0418616134414932	0.9955237138812109
GATAD1	3.6517125011714405e-17	0.9615278356107754	0.785215048730382	0.4374331846148307	0.5834629847990594	-0.022672154447122506	0.04120595539946538	0.9955237138812109
HOMEZ	7.781231504310521e-14	0.9807933936979808	0.6735399821957602	0.44748620207451895	0.583467565422296	0.014610437674913546	0.026554352480570614	0.9955237138812109
KRT75	2.2538917177460604e-17	0.9807313892811723	0.7738453891842914	0.48224039789320294	0.5835093843510575	-0.014263817461931477	0.02592725787577827	0.9955237138812109
CCR10	1.0033795785848069e-17	0.9781138301416302	0.8218739257684133	0.4342286284745287	0.5835207882369904	0.009101071620426282	0.016543466853151407	0.9955237138812109
UNC13D	1.5422972552792213e-16	0.9942056293935131	0.712664385820477	0.42409203430656817	0.5836081213460014	-0.037459639130281164	0.0681080611574101	0.9955237138812109
OR5D18	4.8527052691949215e-18	0.9398847582517641	0.8146552091507507	0.4312235225359018	0.5836091441732474	-0.01205026972176057	0.021909520763316783	0.9955237138812109
CERNA1	6.352931216291707e-18	0.9933078827135919	0.7638724635634665	0.4169746861925149	0.5836149175236887	-0.016207790917043715	0.02946908211836155	0.9955237138812109
TAB2	3.9878295907479695e-15	0.9631718502111948	0.6990660919943221	0.4351098463997516	0.583812359596791	0.015215120067884697	0.02767874676327927	0.9955237138812109
MTRNR2L7	3.919121870246306e-18	0.9478788326767671	0.7644805802927972	0.42832536380151753	0.5838176306712538	0.007900720518387278	0.014372881086284775	0.9955237138812109
FAM166B	1.1682355065813111e-17	0.998420482757137	0.8038637351199716	0.44196211848293576	0.5839309289439054	0.026770024224294642	0.048714350442507784	0.9955237138812109
FAM71E2	2.323368192764958e-17	0.9753739192000062	0.7931552118118876	0.45026982654889947	0.5839503658072336	-0.0331038192207255	0.060243297167447155	0.9955237138812109
PALM3	1.0053987272357971e-16	0.9351629067010789	0.7505215962802388	0.4537351374495374	0.584018541245389	0.021612153145060944	0.03933756941696709	0.9955237138812109
TMEM62	6.222415825408061e-16	0.9804582347692969	0.8380986562104732	0.48823529254713893	0.5840687887590967	0.020711728261009366	0.03770369817660519	0.9955237138812109
SUPT5H	6.230162168386404e-15	0.969370602358031	0.7219656429770581	0.4428056789320246	0.584102061834012	0.031016148493593243	0.05646690315181891	0.9955237138812109
TPM3	4.798779485804144e-16	0.969356629253909	0.728635592383698	0.39967559136013076	0.5842466533201647	-0.03184734025643471	0.058002480944563735	0.9955237138812109
ZCCHC10	3.1430710500873225e-17	0.9961552396013992	0.741510465695693	0.44860764805092634	0.5842584206228606	0.008169455957071761	0.014879219659381946	0.9955237138812109
NDUFS6	5.694367819131325e-18	0.9644771834212614	0.8052557569919468	0.44744501607630693	0.5842684047676352	-0.017114722286357076	0.031172270049125456	0.9955237138812109
GCSAM	4.1994434757855945e-18	0.9822504117506092	0.7441430966186676	0.40267449456644067	0.5842751985563382	0.019558889129292295	0.035624651173718054	0.9955237138812109
APEX2	1.8328680268031454e-18	0.9378604493681106	0.6942349117469597	0.507169716653344	0.5843040369391521	-0.019614198966146273	0.035728138286014975	0.9955237138812109
SLC4A11	1.4127805889600123e-13	0.9506715579142226	0.7498167447367139	0.4954721053343619	0.5843798640489806	0.035353313502902606	0.06441065232800178	0.9955237138812109
AGPAT3	4.4571679834508775e-18	0.9700745371813019	0.7502630944746453	0.41557429944162694	0.5843880852097096	0.04880002124852649	0.0889113286479108	0.9955237138812109
DRAM2	3.308710329458709e-17	0.9745940985972734	0.7435555052764842	0.4214156118811242	0.5844333761639491	0.014709455478528921	0.026803166981346008	0.9955237138812109
MSANTD1	4.098891584052952e-16	0.9598657264504927	0.7491041842688195	0.4646883539168356	0.5845798036595851	0.014380120047949113	0.026213291417789077	0.9955237138812109
LBX2	2.4906317876515333e-18	0.961523691986129	0.7395313914021615	0.4731553936987145	0.5845957663965426	-0.01096794116022165	0.019994135904882825	0.9955237138812109
AQP5	2.3993392599831813e-17	0.910800031345236	0.7960972315841313	0.46161104704579003	0.5847721279193335	0.02151458237660428	0.039238708093913055	0.9955237138812109
CAMSAP1	6.669506455140591e-15	0.9314930974576776	0.7137312724159361	0.4351030400777185	0.5848578115042693	0.04047806857805086	0.07384155260682677	0.9955237138812109
OR4D5	5.763618180268449e-17	0.8909773668502079	0.8042712606088507	0.4301640877595091	0.5848780925861373	-0.009343401078728955	0.017045491412162012	0.9955237138812109
IMMT	6.074239642217136e-17	0.9784786362771115	0.7832581557787207	0.4709019923854292	0.58490923532599	-0.017709085994215196	0.03230998548692148	0.9955237138812109
MRPS7	1.9492302483861815e-17	0.9145167410786847	0.766000039022712	0.43571533127465834	0.584914782536204	0.008162101497540292	0.014891863071684589	0.9955237138812109
SEC24B	7.378842885955823e-17	0.948012273401078	0.7502246926008849	0.4731363845719285	0.5849665125144422	-0.028586434415361378	0.052163529833118324	0.9955237138812109
GABRA1	8.519730873329713e-17	0.9332771868288096	0.8193200607732475	0.4401743745090173	0.5851222412380356	-0.02287286689163512	0.04175495907578064	0.9955237138812109
FPGT	7.487783328735102e-17	0.8960827196987237	0.7464786610664804	0.4393060713125714	0.5851270137648487	0.012389558170680826	0.022617719338962027	0.9955237138812109
HSCB	1.907577596684744e-18	0.9949023968532684	0.6910660279622002	0.4227329046559827	0.5851294833530993	-0.013957241996698039	0.025479767606525	0.9955237138812109
CCDC28A-AS1	6.502519163699319e-18	0.9241176597316145	0.8426177327648425	0.4868995450374013	0.5851364647109877	-0.02452487926181396	0.04477244629791457	0.9955237138812109
FGF11	3.5033782859347204e-16	0.9359945810826589	0.8072209976345861	0.4352531332112868	0.585319920624501	0.015673960512991275	0.02862828803497685	0.9955237138812109
PPM1N	1.3376725590281162e-16	0.9964665220020754	0.7563689213824136	0.44948681725746475	0.5855981409309825	0.01577009191936425	0.02882528027784612	0.9955237138812109
TACC2	1.2841498689250999e-15	0.9832353030246712	0.793696409766571	0.46935784097059896	0.5856053783012608	-0.05019340587402271	0.09174752892655373	0.9955237138812109
