genes	coeff	p_value	stderr	fdr_bh_adj_pval
PNLDC1	0.0539624057432244	0.753333606645327	0.171719830273457	0.9601659405472293
ZNF793	0.381786866706014	0.0179395253047768	0.161304947062656	0.3964837147974612
CRB2	0.146848765704438	0.337785942251472	0.15319900135037	0.8331792694493514
FNDC3B	-0.761394101288186	2.40389185446647e-06	0.161445153167477	0.014586014475617717
MRI1	-0.118360818985379	0.472976819252059	0.164929712617817	0.8862883371084207
SLC1A6	0.0242667347376376	0.875114157259284	0.154402103376958	0.9780742580899661
DYTN	-0.13282242618523	0.39755730038517	0.157002019431357	0.8633371815606296
ZNF275	-0.0371448725053104	0.812667962525313	0.156738943999652	0.9682378356844646
ZNF524	-0.071089464007359	0.651149093436744	0.157219687287495	0.9343973784057213
ZADH2	-0.283772753619373	0.0732687320933943	0.15843020659614	0.5901374912814409
MAL	-0.196832033743844	0.220591013365168	0.160684709217759	0.7571959073266737
IGF2BP2	0.119759508648255	0.461677774058665	0.162697499203012	0.8832789821278793
ZGPAT	0.0773351056601534	0.621693648519936	0.156722831314259	0.9286562618301901
SLTM	0.171497922326635	0.257603217401607	0.151489994167274	0.7802387547632419
FNDC1	0.073641603194541	0.652606233554432	0.163595465642249	0.9349434337628937
C5orf34	-0.0777132948420907	0.637733636617933	0.165041964081866	0.9308653337581752
EHMT1	-0.0897870114378191	0.551319943130486	0.150704120571637	0.9095126856481613
ZFP69	0.324462434551297	0.0297419028438451	0.149280349741131	0.45342701630361165
SLFN13	-0.144213760497034	0.368544924960809	0.160379664679337	0.8473574630296055
SPIB	0.0593779554730363	0.718956358584791	0.165005708856337	0.952386264631756
UBA6	0.253001856006959	0.0911019941190894	0.149739519013603	0.6250771198453766
CPEB3	0.332162111244391	0.0321429896874693	0.155025570490544	0.4593310837979572
CERS5	0.272916833245915	0.127316790466614	0.178989001287747	0.6752558912050297
PAPPA2	0.254744080762917	0.0834101839917446	0.147146025112455	0.6128211733721747
EML3	0.0709192253871192	0.675233465740448	0.169267875778365	0.940151079948285
CEP95	0.0361862158476776	0.810448103672827	0.150871458967019	0.9677016225555367
TMEM260	-0.335723036950283	0.0435148359149123	0.166303720963257	0.509375859394971
PYCR1	0.144048252728862	0.431885362910458	0.183274611735426	0.8732474489050928
MCM3	-0.166164997905715	0.310614835607678	0.163881673038892	0.8191370162095014
LOC105377590	-0.0344747403590527	0.880268352470748	0.228871806210079	0.9785397112574692
MDH2	0.184326523844865	0.192417039489725	0.141413026562936	0.7350613577820492
PLCB4	0.0459120388070871	0.777950294714378	0.162813756619114	0.9620341340225315
TRMT6	-0.0625463085908789	0.679488863995569	0.151384934230419	0.9419636959266303
ABRAXAS2	-0.0683667136317492	0.657386442416328	0.154144184190872	0.9360317100741402
SOHLH2	0.0330628239323085	0.836117281607959	0.159829991864652	0.9737786733985063
MSI1	-0.166678541324429	0.291822311908794	0.158119173636648	0.8086877642368948
DMRTC1B	-0.11694393326662	0.470748981570827	0.162138175108838	0.8853831579638591
KCNK3	0.107382917559645	0.539102806291468	0.174842254610631	0.9044505422049394
LIPI	0.221221699783193	0.152945602981292	0.154786648288951	0.7053632660421734
ZNF75D	-0.0451102668771053	0.76717829331648	0.152364643289401	0.960226988703882
P2RY1	0.259308241899716	0.109485302045529	0.162015922612334	0.6538585804247915
PEX2	0.189501538084254	0.228655033473414	0.157415443106797	0.7623090795451567
UCMA	0.33031673368911	0.0425641807071711	0.162881168498009	0.5046350391476119
RAB14	0.151243694672753	0.384821326753876	0.17403392881792	0.8562028713543816
RTF2	-0.189844232426949	0.232907956469543	0.15914493724619	0.7634600480899683
ZRSR2	0.215923950651662	0.182008381686323	0.161789664351929	0.7256118245591493
POMT2	-0.0672759609843907	0.644311048542931	0.145719997245759	0.9331217683536003
NUAK1	0.0405527646406202	0.774470010484802	0.141529181515721	0.9613145312550188
SFTA2	0.549115412492245	0.0004326183266877	0.156027854969082	0.127770436704461
DRD5	-0.0732285353270683	0.611534222063816	0.144183392021721	0.9254260314734007
MVP	0.0213258319511302	0.884369281904637	0.146637160716958	0.9791614939818314
MRPL30	-0.201565124043269	0.230227453064418	0.168002695641435	0.7630594648879199
COL22A1	0.0308453110974923	0.847949801281915	0.160874716199453	0.9751693603824033
NOP2	0.0109172122743297	0.947761892654513	0.166630219393048	0.9912065884036525
LMBR1L	-0.0432164018535923	0.790113910585334	0.162368364709635	0.963454147533818
C1GALT1	-0.165139075567446	0.278398510837013	0.152353006468449	0.7969316076059361
AFTPH	-0.0039628797182913	0.979819811767546	0.156667686091321	0.9971078932417499
STK3	0.0560432124438629	0.728805840278164	0.161640824709389	0.9544567563695041
RIMBP3	-0.304147437430309	0.0409633400810836	0.148807332207632	0.49935654938913543
FAM216B	0.0573173753221534	0.725666955444414	0.163346126062899	0.9534513074293668
OPTC	0.0828292114272239	0.623274274758192	0.168621039144474	0.9294613767002956
CCDC155	-0.104526196188707	0.490258964082254	0.151509858069589	0.8910368090845656
IRX5	0.0907797782014366	0.553787961713517	0.153319997893335	0.9105944442695448
PARVA	-0.212100176489188	0.217937845898543	0.172155030132476	0.7549700879166227
POLDIP3	-0.0486298705604584	0.747070139073451	0.150787951463427	0.9588857524717268
HMOX2	0.0828414393207521	0.613403039712397	0.163970427414007	0.9260698463967166
EAF1	0.0691166046746107	0.65703817044448	0.155665888326198	0.9360317100741402
GPRIN3	0.0403013136869244	0.797137804743796	0.156782074621133	0.9647248160933213
RPL10	0.0520242144084254	0.758286374672056	0.169056965447993	0.960226988703882
UGCG	-0.0512453211758754	0.754165078282848	0.16364352899757	0.9601659405472293
ERCC3	-0.0775450191821183	0.596536031465685	0.146480385006893	0.9226870101636435
SSBP4	-0.161945990476023	0.311317569208107	0.159952780171663	0.8199419367293834
UBQLN1	-0.186564967581429	0.192695385088949	0.143219921871852	0.7353904495437449
CD19	0.447125479255433	0.0021708386419698	0.145842701217623	0.1874858878393035
GYPB	0.0842336751588061	0.596227717527009	0.158981554413279	0.9226870101636435
COL23A1	0.0998483745948389	0.552439982280292	0.168064392623557	0.909987548874473
GPX1	0.511201083727938	0.0009631786382625	0.154859346083323	0.14432837938509252
SLC39A11	-0.0016221908515022	0.991462320782315	0.151598145344706	0.9992261925095534
SH3RF1	-0.0281274437528235	0.852756002564961	0.151546175293077	0.9757928380701204
IRGM	-0.294259489437947	0.0742032465710642	0.164818187207659	0.5922339033022038
FOXG1	-0.027202758691447	0.873332265300169	0.170628029028175	0.977990624802472
E2F5	0.417393537047359	0.0217730481931221	0.181926001770831	0.41696548433698055
PABPC1L	0.0237663508009613	0.859025156316159	0.133808061820722	0.9758143664152137
JAG2	0.07875269308189	0.627567927992478	0.162325530474105	0.9298870332916384
GBP5	-0.135763269656027	0.418741452603573	0.167897795278446	0.8695774042561553
ADH1C	0.067273602771824	0.671647168960156	0.158705911915666	0.9387768531661655
TMIGD2	-0.13549971506953	0.440191900567032	0.175547508473208	0.8763037888569646
PFKL	0.111757693776006	0.487002687718439	0.160783014122803	0.8896046085839183
PF4V1	0.0141209065065565	0.929367620543014	0.15930535742019	0.9886820905770533
CCDC124	-0.201696043713406	0.227874391085256	0.167264282788016	0.7618162837509637
CHN2	-0.157402208497306	0.310400630186555	0.155170584281377	0.8189915453378548
SEC61A2	-0.0029420964272544	0.983885169636809	0.145660466581013	0.9978639259471158
FPR1	0.103020133417807	0.52990990379507	0.164007308257554	0.9019964446214381
HES6	0.0285424429273956	0.862169720755441	0.164402810390786	0.9763359856240389
NEURL1	0.0224763936787704	0.892941375705654	0.167007347301802	0.980287373266263
VMP1	-0.329980242484197	0.0472480046822239	0.166314794510073	0.5223430214575276
TBC1D13	0.0090462391604947	0.954597758891141	0.158889888567799	0.9928058977052995
ARSF	-0.147483288366394	0.33364059855816	0.152546796799003	0.8319479377338501
LRRC8C	0.0046119683910358	0.97759925234537	0.164250539583069	0.9970112289281462
C11orf54	0.0259266054736326	0.86863450803455	0.156757387617874	0.9768150220367184
COMMD8	0.0199438116827287	0.907273315638599	0.171223099047529	0.9842042158891158
MARCHF10	-0.0586823668727342	0.712747694489722	0.159390028740252	0.9508059118904318
CD68	-0.200617169314609	0.241506840012722	0.171287776606805	0.7711189280392173
CAPN7	0.250726706865719	0.150327930771476	0.174312581722412	0.7003888722378238
CDHR4	0.172167410096889	0.293911891418815	0.164034791615884	0.8086877642368948
DPH3	-0.319293131394901	0.0396732367528592	0.155212527707431	0.49396164747763066
ERCC6L2	0.0014295613662248	0.993276546593947	0.1696466644349	0.9993265067289537
CYFIP1	0.110292893600254	0.5043433668361	0.165190380741467	0.8937149920036156
OVOL3	0.34709009172199	0.0363182223071002	0.165806314922136	0.48396822888443985
STOML3	0.160642907070649	0.248642005786613	0.139247029063113	0.7756916199455686
DUSP2	-0.243563762159578	0.123838031561609	0.158275263927022	0.6730924404377706
MRPL41	-0.0381899335575797	0.838320596009928	0.187166926030665	0.9740375342285342
ZNF518A	-0.529264732409592	0.000620260183943	0.15463835509558	0.127770436704461
DBI	0.144780261545106	0.399676027778367	0.171907226116692	0.863955127033929
ARHGAP18	0.200266811834643	0.159179132385969	0.14225134827138	0.7115583291967471
MAGEC2	-0.0320282917431469	0.836749790537746	0.155437422784365	0.9737786733985063
TMEM229A	-0.159015478812104	0.312235964471377	0.157356715263533	0.8202533504730019
PITX3	0.0647867422684809	0.70855975563841	0.173323403262252	0.9494930235487321
GTSE1	-0.103507173710334	0.525105902531708	0.162876564911827	0.9007425986426983
DENND10	-0.438080882518414	0.0082429653693217	0.165817102561749	0.3100138401193448
LINC01620	-0.004556999933013	0.975180377692293	0.146471745721638	0.9964368060933794
CD302	0.159039331926624	0.331761841439479	0.163861577609528	0.8307737180495431
LDB2	-0.0924957476826055	0.535367954395416	0.149226963160105	0.9038021019682458
SYTL1	-0.0422829771458175	0.793629390738347	0.161631812409912	0.964305037585257
NOL12	-0.194781945368736	0.227919097129884	0.161546027173223	0.7618162837509637
TMEM211	-0.173406793603398	0.259813893310773	0.153888893940916	0.7825190395807495
RPE	0.115910021593071	0.503567261090729	0.173287774231469	0.8937149920036156
FUNDC2	-0.175216294207735	0.323573605713469	0.177498781847143	0.8277136516023434
IFT46	-0.0868199387821717	0.598538728913535	0.164899211336095	0.9230217916137704
ONECUT3	-0.361060037740738	0.0238568378936826	0.159801596339427	0.42806081648852845
ZNF304	-0.0484537196801806	0.756563549583446	0.156304040948037	0.9602030116599547
OR5M9	0.100853899385425	0.545658373064374	0.166899646447482	0.9074200041011146
SLC6A19	0.145080703024293	0.390645123652236	0.169003481105736	0.8583411242132971
CERKL	0.061449146800525	0.680149218396295	0.149054526128629	0.9419636959266303
SLC25A14	0.308461448442552	0.0566895925553151	0.161862839679961	0.5544553501079826
C19orf38	0.0031861816790454	0.984459453088618	0.163574965374934	0.9979002407921116
PWWP3B	0.166537870806869	0.316776449663097	0.166354187648511	0.8226967774600306
ADAM17	0.152602176376162	0.284998507679698	0.142731181944719	0.803940467270036
LARP6	0.107548154278215	0.463449483081543	0.146687517654623	0.8837734956160858
C1S	0.172066531447499	0.296975712895582	0.16498206978631	0.8101077329294589
GRXCR1	0.233447563657481	0.189845632222938	0.178063439879986	0.7335073152475614
NELFE	-0.036749012941308	0.814603332608567	0.156717804355787	0.9685903866338172
CNIH3	0.225503247692803	0.160764465566107	0.160786043516858	0.7130908622222327
LMAN2	0.155180529734996	0.334444382363588	0.160775429738933	0.8323826135236415
CNNM2	0.16923035259744	0.277108800985221	0.155709029401744	0.7962449099185442
AUTS2	0.0933245658947106	0.577177846773428	0.167394802333607	0.9173464022366811
SNRPA1	-0.276707295283579	0.0812823448705352	0.158726732681207	0.6082012130108198
ZNF555	-0.394535538975713	0.0210112333116725	0.170958714015583	0.415909940931928
CKAP2	-0.216871530855421	0.213937231653152	0.174500716090316	0.7508032254017151
DIS3L	0.0275882565185104	0.86518733043653	0.162499228324289	0.9764000008231071
HLX	0.139311939972957	0.41980754973175	0.172681805481574	0.8697001548244591
TECTB	0.289017302936607	0.0835258188772302	0.167005557218678	0.6128211733721747
SLC23A2	-0.242868594970596	0.0847386150765934	0.140888983134657	0.6152760312083086
NIPA1	0.342035599198256	0.0407648078459445	0.167179831122796	0.4986840035078816
APOOL	0.134404796143988	0.398435698731878	0.159168501953486	0.8639428905750723
ZBTB32	-0.292181728621209	0.0658355484565502	0.158833978345904	0.5736809359512338
LOC101928386	-0.0734478296131222	0.677347344420384	0.17652094721332	0.9417777047421517
CCDC159	-0.044028214053639	0.789800412818448	0.165165800997768	0.963454147533818
IFNA21	-0.0325087408195907	0.840564779842048	0.161597461334137	0.9741281278024957
USP36	-0.321407579093274	0.0478958887352922	0.162467291406754	0.522487967482144
UBR5	0.422577683932954	0.0042172988816529	0.14768041095824	0.2397110791429751
ANKRD33B	0.0407878290690203	0.807875163711213	0.167735101855075	0.9677016225555367
HABP2	0.249602767721889	0.103114144813156	0.153136154249897	0.6452343685231622
GPR141	-0.234745454628684	0.122947287412348	0.152183088863535	0.6724579072758887
TPP1	-0.151888552483936	0.321738940436614	0.15328486605729	0.8262138958388362
HSD17B12	0.298635558140685	0.0595180013388292	0.158482220406916	0.5615685205621262
IL10RB	-0.113678632579407	0.472741464850349	0.158321128055515	0.8862883371084207
EED	0.0496232757586445	0.728667420542744	0.143048317069033	0.9544567563695041
TSG101	-0.001162840686603	0.994196240248004	0.159862655985407	0.9995813019186013
VSTM2A	0.386071341166458	0.0106756002684597	0.151214214080399	0.34437822592069106
TRDN	-0.0948043730485906	0.56644919782875	0.165369322506959	0.9137979774116678
PRRC2A	-0.385841398963224	0.0114791311508648	0.152641353366895	0.3476782434928319
MRO	0.169971600180342	0.241207749897175	0.145030258586718	0.7708976767490426
ACO1	-0.17381717529958	0.263712806422767	0.155519016665259	0.7856569910496937
HIF3A	-0.259793189995902	0.0947178006309652	0.155469861275709	0.6323522503787986
RNF144A	-0.281772696671847	0.0729481672279001	0.157137960883609	0.5901310587934466
PLEKHF1	0.27029709869768	0.100600957596104	0.164619853312668	0.642300233242838
SLC22A2	0.202268410327284	0.178033338304283	0.150180527725937	0.7227420564661597
RBM41	-0.213492958561075	0.203957618035675	0.168057496953351	0.7418745517884471
RAB18	0.0210186767521572	0.895650509634462	0.160254922807244	0.9809128013230765
DRAM2	0.0635534581825193	0.699906289250405	0.164882495536626	0.9463551046158247
LTBP3	0.17660892953857	0.260657551957729	0.157008279355112	0.7830454880280354
FAM24A	-0.15738899686316	0.349378451612216	0.168187370742537	0.8379710123977915
SOS1	-0.359081640247002	0.0304632988173173	0.165933164863687	0.45404991806903316
IFRD2	-0.194700244627061	0.214787617468229	0.156952047292077	0.7515317411948861
RNF215	-0.0549630705269443	0.71494174705633	0.150490041901918	0.9513717045359203
ATXN7L1	-0.0533250803404757	0.754323392498348	0.170398287546889	0.9601659405472293
TP53BP2	-0.0066023602397914	0.968583506052415	0.167636774411862	0.9957709813843487
FCAR	0.172700034058108	0.291477945620574	0.163714567977972	0.8086877642368948
ANTXRL	-0.0017382478000103	0.99134789515726	0.160295549602576	0.9992261925095534
C5orf38	-0.148232009333745	0.363918545519305	0.163264834438603	0.845107207424439
OR10A5	-0.0188012942250389	0.906314925402085	0.159755491842727	0.9838183903091511
SLC41A3	-0.100507105062456	0.563306870711996	0.173906776874751	0.9137938528257672
CASQ2	-0.2390131213038	0.126511206162071	0.156421650689785	0.6752558912050297
FAM102B	0.062877071843493	0.683211771494601	0.154078627393501	0.9427471888599287
SAP130	0.058389610226753	0.700738781761074	0.151928332588366	0.9467318258632614
KLHL36	-0.23717211175561	0.162614200216023	0.169853529829463	0.7130908622222327
MIF4GD	-0.0538596714070204	0.7347534952301	0.158967574352689	0.9564657956956549
REG1B	-0.155279356833244	0.344990241737012	0.164429681475039	0.8357565451211424
NNT	0.047953907204292	0.777708597822621	0.169864769146371	0.9620341340225315
ZNF428	0.0314193005104697	0.850618116979284	0.166831263731137	0.9755419344363601
B2M	-0.149925137984746	0.434925216329115	0.192016901840138	0.8748489699490685
NMRAL1	-0.222740377554162	0.132313593855383	0.14799624116465	0.6834575337541251
PDK1	-0.116813143103697	0.437150111069647	0.150335825745554	0.8752873074092193
LAMA3	-0.304292371398491	0.0528537453781565	0.157166560441489	0.5399283090859197
SEMA3A	0.365526973782431	0.0240455454590671	0.161995592183552	0.4295398076461221
KMT5B	-0.162550820134722	0.278877354859678	0.150114617597716	0.7972376375045364
PLXDC1	-0.112855670750966	0.494742950206664	0.165287365313886	0.8924940664535095
CSHL1	0.0635322622226851	0.689205887690008	0.158857276039845	0.9450085253169643
LRRC39	-0.1220991150891	0.428652356233101	0.154262964331206	0.8728288398569948
FBXO3	-0.365546516611502	0.0180083329340494	0.154535931522104	0.3964837147974612
KRT37	-0.276289485460607	0.0584737573059643	0.146020405492756	0.5594428799873632
OR1D2	0.0143096662178464	0.93277666497648	0.169642528403647	0.9890751077834676
RDH11	-0.368878759751197	0.0267761306241704	0.166554282087749	0.43846524176335366
KLK13	-0.247864945566463	0.124511240819751	0.16135878167665	0.6730924404377706
TXNDC16	0.194813460349201	0.201019757689295	0.152358511706896	0.7384601210743073
SLCO1B1	-0.111339473918409	0.488530779268815	0.16074478040524	0.8899135320463974
RACGAP1	-0.212768190534681	0.186541348683852	0.161080624805797	0.7302708702350077
IZUMO3	-0.199270355936786	0.19153852558214	0.152575850029042	0.7342194744179685
FREM3	-0.0945402892905799	0.564767893068978	0.16419684728793	0.9137938528257672
ZNF528	-0.12548658226623	0.446642025342327	0.16489149759444	0.8789983745905373
PFDN1	0.0305913811296717	0.849842723268424	0.161586340147243	0.9755419344363601
VWCE	0.0462350983074526	0.756190678662038	0.148911565136124	0.9601659405472293
C7orf33	0.0668730957168586	0.690475315403231	0.167934199336332	0.9451501587060848
AIF1	0.258083691005932	0.105444060679267	0.159407855687947	0.6481796492874919
SEMA5B	-0.0827467174836556	0.590782900907555	0.153889590066876	0.9206979626393326
POLA2	-0.265122500617302	0.101263424623554	0.16178246606798	0.643503463628332
SCMH1	0.0360003212460232	0.828208590612296	0.165900338915201	0.9715110084888614
RASA1	-0.272815566958766	0.112267592108281	0.171789246724109	0.6579852853489838
CAPS	-0.0633740672340231	0.687283865049106	0.157433969176565	0.9443624061600067
FAM104A	0.0138895915327047	0.932621247787956	0.16428178387538	0.9890751077834676
ERO1A	-0.129466274917924	0.431910459488446	0.164730734878233	0.8732474489050928
RPH3AL	0.0783206185210757	0.651843045128404	0.173581668867599	0.9343973784057213
TUBA4A	-0.207814593953553	0.164639442669013	0.149546065431104	0.7137528503025983
LILRA4	-0.1642602690338	0.293430585257707	0.156345201630952	0.8086877642368948
PDZD8	-0.0345531327868489	0.827318977567722	0.158397902095676	0.9712481845882203
TLX2	0.207831333322449	0.17781451709797	0.154233071325834	0.7227420564661597
MAST2	-0.11155441188233	0.469549261279314	0.154248429100291	0.8851216199638446
HAO1	-0.112231961480835	0.502186505858566	0.167247435023947	0.8931659052945589
TK2	-0.138194665386344	0.373239291823172	0.155201301492405	0.8494717215625407
PRSS16	0.256129727187646	0.1067243010566	0.158781747065018	0.6496449874774249
NFKBID	0.0232382833309602	0.885812599961728	0.161821147683973	0.9793833737215448
HNRNPK	0.265345929271836	0.101950672950229	0.162244503295017	0.6441828165451909
P2RY10	-0.026832656859875	0.862531273997081	0.154965135658218	0.9764000008231071
SMIM4	-0.217568788373025	0.195963156649052	0.168248633848546	0.7379490507207939
C7orf50	0.237639776463047	0.117003331317035	0.151606586200994	0.6656347291269639
RPS28	-0.190284678711298	0.235043509499683	0.16024419750201	0.7647000899772528
IFNL1	0.004375873826978	0.979213644274614	0.167948976933862	0.9971078932417499
KLHDC9	0.102162598896958	0.574359056225178	0.181899427091148	0.9159052037202728
TMX2	0.246319280498582	0.137454590579036	0.165833942137672	0.6914779207651507
OR1B1	-0.262159887962778	0.0763931692539241	0.147945062599571	0.5962150941528667
LOC101927974	0.189328207064845	0.32954182517242	0.194175374953781	0.8294000927381805
PICK1	0.181782745023548	0.25524274557542	0.159779895241538	0.7790619628475048
VEGFB	0.145258490926116	0.376258463931468	0.164168909423989	0.8517193412607237
ACTL7B	-0.0154095714890677	0.925893348064361	0.16567141563342	0.9875797852347101
SMURF2	-0.295919677737017	0.0527494079988694	0.152774784491758	0.5399283090859197
NDUFB1	-0.0384644360021784	0.820405181549489	0.169429038851029	0.9694278392683261
CPPED1	0.0842327587427407	0.625585038582436	0.172625689978793	0.9295179542336203
SYT1	0.108567498687763	0.493203672960367	0.158441287533411	0.8924940664535095
FAM47C	-0.0878259200829068	0.556241340135459	0.149253766515877	0.911128810561673
IQGAP2	-0.152663867268047	0.296470021634435	0.14622510545807	0.8094560977668547
DONSON	-0.196529347621733	0.213876857627689	0.158112002862039	0.7508032254017151
HPGD	-0.125393090989796	0.454026769921161	0.167476905415516	0.8820541436843988
GLS	0.366899232625457	0.0107186650025298	0.143783973030891	0.34437822592069106
GFRA2	-0.13028710020854	0.419780329248552	0.161485759409725	0.8697001548244591
CABIN1	0.0379905434233473	0.810543270139174	0.158475361730272	0.9677016225555367
SPATA19	-0.118542575636835	0.461980550354152	0.161153162923238	0.8832789821278793
PAGE2	0.308068286299645	0.0916850905532677	0.182659102031868	0.6264494803986655
ATP8A1	0.0891445740068466	0.556144364617004	0.151457524785544	0.911128810561673
R3HDM1	0.0828409041864245	0.612777816438922	0.163680875201942	0.9259832801459156
ARPP21	0.0429995112731281	0.78956264831189	0.161120128314241	0.9634284187208119
MALL	0.0442602946201024	0.768841931674931	0.150601548526221	0.9604162697143265
ABI2	0.251987220003512	0.138948831266315	0.170294217288865	0.6917749426277586
ZNF10	-0.0553088602282763	0.767688103687405	0.187233594934283	0.960226988703882
USP4	-0.0894343171795686	0.587558256357283	0.164893020988475	0.9195531717368775
RFPL1	-0.150629875019828	0.465996387832395	0.206622898931186	0.8838634835528995
LRCOL1	-0.243190311523855	0.160486401137219	0.173281889806399	0.7130422162315835
NTN3	-0.0490743483775161	0.760466745341848	0.160969207589151	0.960226988703882
EFNA5	0.212992773485615	0.188975916856856	0.162142507954705	0.7330987056434134
CRYBB3	0.0160922070297691	0.921885498069476	0.164107509150251	0.9870441700506921
TNRC6A	-0.196672764675004	0.196352184242424	0.15222181448168	0.7381361272710629
CLPTM1L	0.072515504590462	0.644524847679068	0.15717034236531	0.9331217683536003
FRMPD2	-0.201148589613946	0.233236352657711	0.168739829580199	0.7634600480899683
INPP5K	-0.20853353168986	0.183494578289723	0.156783651706233	0.7270683083604327
HPCAL1	-0.210404809112676	0.175813739896937	0.155422814558865	0.7219349215754443
SLC30A7	0.212223573332302	0.179436344906658	0.158081751443006	0.7232683317838564
RBM22	-0.220341245205551	0.210011426140213	0.175776039300998	0.7477823023103162
ZNF436	-0.145934121888785	0.33295345700098	0.150730042578295	0.831378844689827
MCL1	0.215005114216402	0.158602943761902	0.152509066092915	0.7111719586355071
ZNF367	0.155929767896357	0.362202279788081	0.171130109314987	0.8439282940319622
CTF1	-0.247071067511745	0.108447563941542	0.153918206363776	0.6521542802867158
MSH3	0.050786068078323	0.74164934000316	0.1540512370325	0.958117871915102
LRRC27	-0.153464341409331	0.352666800531542	0.165116797649024	0.8390075467784089
TAFA4	-0.113120617801997	0.490715633511731	0.16414011881067	0.8910368090845656
WNT16	0.435232233714917	0.0029524626503716	0.146412476837295	0.2141182375486623
ZNF681	-0.282755232835187	0.0897476647951482	0.166647130543564	0.6209232143524133
REC114	0.309912119596946	0.0316047379510691	0.144187131127117	0.4573088579541772
BHMT	-0.1477911132374	0.374239187337319	0.166326400789059	0.8502591022343008
STARD4	-0.328860922690493	0.0420738591490797	0.161778200011878	0.5028696376170044
DOK7	0.0721668130107643	0.634989794017614	0.152021196781937	0.9308653337581752
KLHL28	0.141035786726533	0.363387261013378	0.155166889468064	0.8445682068940049
SLC15A1	-0.0957430942704658	0.539534840310105	0.156056252465999	0.9047584245200223
NDUFV3	-0.12786115397119	0.40378588627558	0.153149338568266	0.8643584507858055
MED10	0.0017351912493056	0.992455432289874	0.183504440480021	0.9992261925095534
OSR1	-0.122430535113713	0.42986933350356	0.15509015299366	0.8729657776066163
BPIFA2	0.0287266245309292	0.855179898582726	0.15739467032653	0.9758143664152137
C2CD6	-0.325529659293512	0.0402203235073624	0.158680474280013	0.4968516788786101
WARS2	-0.159251950211751	0.346165320057642	0.169047695720851	0.8362777007372656
MYOT	0.106137656167666	0.506518675816636	0.159781331661228	0.8942928667206814
ZNF536	0.0262430731295332	0.866467789137593	0.156072387269935	0.9765872677318682
IL27RA	-0.0808819903915175	0.629281425107111	0.167548249984967	0.9299154927239193
CLSTN3	0.0658590501628977	0.681721005012348	0.160586474891086	0.9421742551290332
WWP2	-0.137377771544014	0.38771017425439	0.159043022399852	0.8572750880394642
VPS33B	-0.0669256487152291	0.651767650510235	0.148292658808614	0.9343973784057213
GPR31	-0.142669300623314	0.367324976028416	0.158258489045179	0.846492315472136
RSRC1	-0.15648652937762	0.320838203771764	0.157631427467103	0.8254724838526388
ZNF267	0.120604062292724	0.455116630078644	0.161470224641709	0.882425173102015
TAF2	0.0687723274322895	0.648057265427465	0.150663620177875	0.9337932881745424
DPPA3	0.12027265784054	0.461808810178072	0.163442439206238	0.8832789821278793
KLF2	0.0509507066639731	0.749792581490167	0.159763718519439	0.9599533795326476
ATP5MC3	0.0610652150335772	0.700798309253319	0.158923405715652	0.9467318258632614
B3GNT3	0.151834085984966	0.374625932585928	0.171014825772952	0.8503651945123604
DUOX1	-0.129427174700264	0.392201527384523	0.151265052483361	0.8585982444955469
GDPD5	-0.256397058797796	0.12777372563549	0.168356642072428	0.6757307169502685
SLC14A1	0.078416791237584	0.606173194492533	0.152105055229023	0.9239234794430798
STEAP1B	-0.0323225737194022	0.850180896487508	0.171120657180282	0.9755419344363601
UPK1B	-0.0478950746347911	0.767121128696784	0.161729731936033	0.960226988703882
LOC105376453	0.0409493237672346	0.858809733419539	0.230195243802741	0.9758143664152137
PRSS8	0.123057159878805	0.43485578675557	0.157581866563894	0.8748489699490685
ZNF781	0.369941245110509	0.0205548596009806	0.159728528217508	0.4134365848802761
ITPA	0.0507793583773784	0.766869338545349	0.17127853277908	0.960226988703882
ENPP5	-0.0399092275242437	0.824387660436115	0.17984807224928	0.9707179366659293
PI4K2A	-0.0795341250707959	0.63791870653835	0.169001918555002	0.9308653337581752
NECAB1	0.0991352571356894	0.570257534352399	0.174634670377053	0.9151254127333527
USP28	0.120344047612305	0.437815751670023	0.155105136199227	0.8756590292568988
OPRPN	0.016684274470059	0.917933917157463	0.161925697203612	0.9864392919486049
DHFR	-0.139128040135542	0.345573689583937	0.14750489814717	0.8357565451211424
INTS7	-0.0719622576582623	0.688077712074942	0.179249089763517	0.9443624061600067
PRKAG3	-0.196171955880554	0.227420261301822	0.162524391968934	0.7618162837509637
MAPK7	-0.133155180021871	0.331126154459589	0.137012346676824	0.8304549492795624
CASC3	-0.244018673465076	0.156997309457552	0.172421769271884	0.7105714433890715
SLC22A10	0.159308127027672	0.288741135698082	0.150164990856292	0.8072386678682176
SBK2	0.0283853712626222	0.865427802116551	0.167496011035075	0.9764000008231071
GP5	-0.238078967065285	0.157835384294353	0.168564699517598	0.7107104771597024
PILRA	0.0904120112225814	0.595846453698108	0.170465535097688	0.9226870101636435
NIT1	0.14933040847458	0.345629094471254	0.158339734649175	0.8357565451211424
FOXA2	0.165606490709669	0.294739690115976	0.158054545402686	0.8086877642368948
PNN	0.102114761062019	0.510799150852645	0.15528545756151	0.8962069527516181
LARGE1	-0.361686307579459	0.0077487473616162	0.135827992222407	0.3039071340565148
OTOP2	0.0787048493570588	0.621520367265297	0.159419422567439	0.9286562618301901
GALNT15	0.221906655765248	0.163200380817328	0.159142655293821	0.7130908622222327
