genes	const_pval	sex	age	bmi	p_value	coef	std_err	fdr_bh_adj_pval
LILRB2	0.5937643911804789	0.76702867272832	0.21497330684668403	0.9725034863457044	0.39816464208422364	0.3077336968328588	0.3642234242254987	0.9808188421446861
PRICKLE2-AS1	0.7009167344485687	0.74922060803266	0.21082989380810158	0.919454669533355	0.39816915931574226	0.03970265732795275	0.04699120185073591	0.9808188421446861
CIB2	0.3597216179104976	0.6876865974220989	0.1996594171132543	0.9376001066594879	0.39832390834638265	-0.09619136483446866	0.11388736017676668	0.9809230019603172
NUDT6	0.42266910623926146	0.6704354503080805	0.21608304552188806	0.9599060081695453	0.39835983763429483	-0.06340812287941633	0.07507881592049238	0.9809230019603172
HERC4	0.3249473404365074	0.6869322669508069	0.2181347996441555	0.9682636764990501	0.3984190809959647	-0.24078353113105927	0.2851371743455127	0.9809230019603172
ZNF438	0.35116599559636696	0.6950224650691776	0.18525121953987078	0.9870780375446752	0.398425968421377	-0.10266998552105049	0.12158413359931372	0.9809230019603172
PATL1	0.734197757007114	0.7615378220642279	0.18290940586754012	0.9572518861096759	0.398635687711667	0.13030060632781987	0.15437356784012216	0.9809230019603172
ZNF330	0.34737626900362584	0.7058636391065747	0.19064488259088885	0.8940929131095365	0.39864615478206333	-0.07899140947546679	0.09358710356175107	0.9809230019603172
CPAMD8	0.3068410436440486	0.6795324951586219	0.2870856192038712	0.9814117557873107	0.39879696155506794	-0.27207479337328583	0.32245070026644224	0.9809230019603172
FRMD4A	0.2910585314962554	0.7944607237267389	0.18325969327658487	0.9481541596707688	0.3988042260267304	-0.25435824584630284	0.30145849566968946	0.9809230019603172
TATDN3	0.6413280095724406	0.7730685432586903	0.1649251674440364	0.9994250478681197	0.39882156319279094	0.13667712226104772	0.16199197436064458	0.9809230019603172
C22orf46	0.47682969061600733	0.6210699547836795	0.2819093661082168	0.9935151066951272	0.398831564131124	-0.1389928139018878	0.16474006382400774	0.9809230019603172
PFDN6	0.5569521542398399	0.6921272212907779	0.18427099598849583	0.9775198356562431	0.3988352033145486	0.04411199339076393	0.05228377267942733	0.9809230019603172
MT1E	0.4431846637054271	0.7418676376953848	0.23576027344532935	0.9936376854054191	0.3988373981913632	-0.08362131821308696	0.0991126903440798	0.9809230019603172
TRAP1	0.33298036776576145	0.7796206672553833	0.17597285365518767	0.904036933784404	0.39895019434306767	-0.16070183310489367	0.19051841835538474	0.9810023862708585
GTPBP3	0.3762839798585468	0.7806795014609504	0.22887716912306966	0.8848569327427989	0.39903066895480366	-0.12264024375349449	0.14541970537309423	0.9810023862708585
SOX12	0.3532687433394215	0.788296865248534	0.1764097528010089	0.8773893039924705	0.3990491330716699	-0.07632328000279012	0.09050327344979912	0.9810023862708585
PREX2	0.2969007961181598	0.76947144906182	0.17105966891063418	0.9120042405757727	0.3991357009105727	-0.20276646064239245	0.24048230050581984	0.9810023862708585
MYL10	0.765392920412311	0.7895537411675169	0.18209855083041548	0.8382059751162889	0.3992033589676032	0.06877313073370107	0.08157707204045833	0.9810023862708585
AKR1B1	0.3264680887351421	0.8147199129909934	0.1798910061222313	0.9893077617492427	0.39922960644363803	-0.11228307291858348	0.13319495825781416	0.9810023862708585
COG3	0.8495223890147348	0.6739404053877808	0.2319126589319992	0.9538799397009452	0.39923484510134966	0.1739914000898631	0.20639829473398844	0.9810023862708585
DDX60	0.9712996550518653	0.6926213725014387	0.2887972259285033	0.9652817542720373	0.3993903805256488	0.22346535822544494	0.2651745310192278	0.9811622303338426
PDILT	0.3426250012153025	0.668007318752268	0.2204259812630015	0.8765323275509004	0.3994192197833908	-0.147826788698543	0.1754289695335662	0.9811622303338426
KXD1	0.6373603467094708	0.7274031278676851	0.22853432349828307	0.9448221337223053	0.39951907515565854	0.10237839898830565	0.12152020658316892	0.9811622303338426
ARRDC4	0.3534773299204895	0.8208149061402779	0.18442153212305623	0.9897604952545559	0.3995730881889	-0.0989559616711425	0.11747133199302467	0.9811622303338426
H2BC7	0.43281312750010437	0.7355566241540279	0.20746578198297405	0.9775991617263892	0.39960304715257045	-0.05052083386832872	0.05997745624283754	0.9811622303338426
ACP2	0.36431546900277334	0.7558739835368365	0.23106589768721508	0.9252773642987555	0.39961294986051055	-0.08628740891235072	0.10244106489396257	0.9811622303338426
KLHL8	0.37763539574716987	0.8178377650007986	0.2669905858963375	0.9914890713497011	0.3997162991082287	-0.06170710633926811	0.07327520866791416	0.9812245508221256
C1orf198	0.4420845727538095	0.7138029393959757	0.2571977033652284	0.8784752944360459	0.39977811702744703	-0.11404236667457547	0.13543941398496767	0.9812245508221256
KCNA2	0.929007262073855	0.749641053762997	0.20081247982982442	0.9090275045506768	0.39979486883271076	0.24967081869832777	0.29652551319161524	0.9812245508221256
SLC36A4	0.6949409491532845	0.7306783423028922	0.18940167784114648	0.9427517835044688	0.4000153882152079	0.09559500133942521	0.11358805980131609	0.9812482861853664
C9orf129	0.31936102852594594	0.805488136237528	0.1628663771883354	0.8456031613943826	0.40017312376133574	-0.05809154697344	0.06904874921541757	0.9812482861853664
TBC1D9	0.8005048933297976	0.7548883226513929	0.19612550524682915	0.9878304550593906	0.4002346272491559	0.14618879174416335	0.1737855405282136	0.9812482861853664
CFAP300	0.898877500847872	0.6752363543650561	0.2845488368763355	0.8184678639321609	0.40025014399951264	0.0886140252284765	0.10534558256740217	0.9812482861853664
MAPK11	0.3105535112005533	0.63760289045055	0.17716974272611885	0.8697471162635725	0.4002618628958088	-0.1533289223306362	0.18228408376234662	0.9812482861853664
SECISBP2L	0.3190984145795397	0.6939566503002791	0.19290656083541258	0.9848432424399562	0.4002627835049528	-0.11358627902945474	0.1350365667574371	0.9812482861853664
GPA33	0.3305868095127804	0.7338814378307232	0.1527878094932922	0.9780282554716306	0.40040026588951527	-0.09027033880226042	0.10734883017579663	0.9812482861853664
BAGE2	0.4269912562399827	0.7227948308069252	0.20243007642740307	0.959896169640927	0.4007015850565213	-0.031509418794520884	0.03749474673823231	0.9812482861853664
CAPN5	0.29991453164722137	0.7973796929690579	0.1741403786553949	0.9651650773918643	0.4008239213556486	-0.1775072813089513	0.21128029860908482	0.9812482861853664
ATP6V0A2	0.8263881971279412	0.688925960089757	0.2473676923472038	0.9919337977368856	0.4010901626258936	0.15554866843381274	0.18524847405127842	0.9812482861853664
TMEM167A	0.3434831705659317	0.6833406672477109	0.16995066219271338	0.9217157288010378	0.40111494112736157	-0.03689012919515197	0.04393608634911103	0.9812482861853664
PGPEP1L	0.4949604877289575	0.7180283963433463	0.23827397135518513	0.9213513178914423	0.40112901956626923	-0.09251329912622795	0.11018648908457808	0.9812482861853664
OOEP	0.5852198387501997	0.6983494860301402	0.1828525057802064	0.942384724475614	0.4011636799469628	0.0802321539298658	0.09556626075717893	0.9812482861853664
SPCS3	0.35584062987825427	0.7055006773227532	0.22335104211732892	0.9165560132086065	0.4013062150322271	-0.08033349334792864	0.09571593702901524	0.9812482861853664
PSMB4	0.6855942109224397	0.6849057295367657	0.23871446917599848	0.9175739707183992	0.401337114418995	0.07497677350813367	0.08933936265183591	0.9812482861853664
FAM174C	0.7430162255002187	0.7292228452402261	0.2404596863691325	0.9918352038438847	0.4013740206276274	0.11364301732900264	0.13542314637939207	0.9812482861853664
HTRA4	0.3300404501212503	0.8411846970703949	0.2070808682759563	0.8996739879052918	0.40141379130413757	-0.14579304370558677	0.1737495268859299	0.9812482861853664
DIO1	0.5945327546938843	0.6470786549459202	0.167943051938382	0.948180609897059	0.40155676627971915	0.06922046760492313	0.08251886453763843	0.9812482861853664
DCAF4L1	0.5803154247620793	0.683518053414071	0.1725508059658779	0.9983996164547592	0.40168478389670204	0.06869276601844083	0.08191205439665981	0.9812482861853664
TBC1D3P1-DHX40P1	0.614152408622206	0.762799301568186	0.22411655917688944	0.9280160064708405	0.4018353886621583	0.018250520041647244	0.02176962795893029	0.9812482861853664
RGS7BP	0.7737308662191504	0.6981106689162009	0.26026282310080606	0.9926839799834626	0.4018797606175525	0.10143090169385595	0.12100045116676462	0.9812482861853664
CALML3-AS1	0.37710406316817213	0.7066507520385701	0.19360390979783793	0.9608568651901189	0.40195090145396617	-0.05414589266524466	0.06460228253417712	0.9812482861853664
ANXA2	0.8437525437899653	0.7172228253174755	0.26217294692392923	0.9579988692189084	0.4019640997972891	0.17006602427684142	0.20291403278477388	0.9812482861853664
KIF13A	0.9505787527575574	0.716177010759883	0.23903866473884527	0.9178395126885699	0.40200358612176246	0.19789013365411182	0.23613213861317117	0.9812482861853664
NDRG2	0.30544276944969084	0.6817388373736786	0.23500535243548404	0.9946820811125197	0.4020198080342078	-0.19355701078400958	0.23096960620047727	0.9812482861853664
SCD5	0.6941474900706166	0.6428484849731924	0.175785799726475	0.9538837665625989	0.4020909532106983	0.11408950993283193	0.13616242998523673	0.9812482861853664
RAB44	0.33221719996578825	0.7366380548558422	0.2055984280896267	0.9613900818275422	0.40209955796574315	-0.13066493543155383	0.1559475575956531	0.9812482861853664
ZNF117	0.7324599906060709	0.6179355496609382	0.19648507767844425	0.8886880542174397	0.4021044779009809	0.09024943876039904	0.10771311091040194	0.9812482861853664
NDUFA10	0.561418805056163	0.7818700868169416	0.22169408081139697	0.9335797623435971	0.40213386879896507	0.2708647468623131	0.32329848302437886	0.9812482861853664
HLA-DOA	0.3549440384814294	0.6703102390058527	0.1691393659288164	0.8774500302282146	0.4022875651825524	-0.10064335524710744	0.12016503856556143	0.9812482861853664
IL17D	0.7234175100835919	0.6473737330415754	0.19437447515374462	0.929925889831054	0.4023739260757374	0.06048523054030374	0.0722307408800262	0.9812482861853664
PEX10	0.3883595969492738	0.6698244055476728	0.20305080405462173	0.9328439358885371	0.40239955386578663	-0.13083321134914475	0.15624797026714538	0.9812482861853664
CD93	0.3451237706849878	0.7482164642767162	0.15309063081486826	0.8715066935081743	0.40248380153456165	-0.09561672689471017	0.11421102178387653	0.9812482861853664
DTL	0.9235382029951774	0.7919028438590894	0.27475351291101047	0.9528887331889796	0.40250873348356275	0.146214393836121	0.1746575183496121	0.9812482861853664
BRINP3	0.35868440881742014	0.8102725107763521	0.2846099743872793	0.9920402113759963	0.4026085588088406	-0.11200813124520607	0.13382549379258354	0.9812482861853664
CDK5RAP2	0.2913946281349633	0.7541135504339466	0.18258619295859946	0.9325069154417969	0.40263386949033	-0.20347007376971663	0.24311581440887828	0.9812482861853664
ACSBG1	0.776954260371192	0.6662855676108685	0.1962527870774523	0.933474674262429	0.402742255649605	0.1352282903483488	0.16161448460534206	0.9812482861853664
SEPTIN3	0.3320770136034108	0.7206377025687862	0.1872707086032166	0.9515556189429621	0.402879368439628	-0.18906342674917945	0.22601998136009932	0.9812482861853664
ZNF843	0.6898197639921181	0.8582933114823699	0.1891219970832736	0.8525432570809006	0.4029441924239775	0.1300889084428955	0.1555390456689415	0.9812482861853664
CHEK2	0.37186489849177484	0.7796882812349023	0.1943453949967846	0.8380480353691879	0.4030638168446167	-0.08764610257951387	0.1048195335076536	0.9812482861853664
DNAH14	0.28423536901724145	0.7755683372865543	0.17952119656468601	0.9552778656224135	0.4031131751205572	-0.25726799070151934	0.3077095287407904	0.9812482861853664
LAIR1	0.45111159513054877	0.6993253409872948	0.23210052845537532	0.9985813378711544	0.4031174424643911	-0.35149907607110437	0.4204199524437853	0.9812482861853664
PKD2	0.29730021664067385	0.6023763850346482	0.1625865617457246	0.9629924536858204	0.4031313760051455	-0.13954264151937756	0.16690868560734784	0.9812482861853664
FREM2	0.9762597010081808	0.714206885134991	0.1951880095570514	0.9887240916862872	0.4032053363064688	0.1875280123755935	0.22433986031658168	0.9812482861853664
LAMTOR4	0.38835855099360106	0.7527773525846032	0.24301824254908366	0.991844674414915	0.40321721808556354	-0.07847325051419266	0.09387996288371309	0.9812482861853664
DNAAF3	0.8655673437820897	0.7118175517407447	0.21300292876551485	0.938460942426275	0.40325387268149415	0.11630670371023247	0.13915213171801796	0.9812482861853664
TMC2	0.32503181230037836	0.8049976905586463	0.21513206403378415	0.9659155272547413	0.4033109195573271	-0.14128914046487634	0.16906222575352942	0.9812482861853664
LRRC7	0.8923813662202061	0.6756998860071604	0.20610916876698115	0.9931153095474214	0.4033396727313169	0.15174160991317479	0.18158043028738138	0.9812482861853664
IL18R1	0.3392716323060925	0.7705420591557226	0.15235975200239243	0.9680118392243007	0.40335889418148296	-0.22288079493063426	0.2667194907505826	0.9812482861853664
ACO2	0.35215835484723157	0.7313818154667046	0.20023178254856933	0.9579544750679337	0.4033800766168504	-0.17066148925375105	0.2042383058854479	0.9812482861853664
MUSTN1	0.3568035027723303	0.6938023668511741	0.1933715758736151	0.9423857432958278	0.40340228325636296	-0.049274300838406705	0.05897156431383109	0.9812482861853664
UBB	0.34603321623264904	0.6903972151187867	0.1933485836285357	0.9277939288540779	0.40343925965116945	-0.1050346852660641	0.12571556938706976	0.9812482861853664
KRT23	0.3657954313508993	0.7317476475188582	0.22802404230813855	0.9565860290700429	0.40346500037108923	-0.0681980790865348	0.08163046014961553	0.9812482861853664
FAM71E1	0.32581182071517045	0.814930538436697	0.19720683324745047	0.9039709243477152	0.4035328733176793	-0.08411701080876578	0.10069933972422845	0.9812482861853664
POLN	0.9137102491183328	0.7658467242653373	0.1955328006380943	0.9348944162635743	0.4035385545344	0.21883216454853063	0.2619746057061014	0.9812482861853664
MEP1A	0.7108580246208547	0.6269989721228117	0.17848779910660972	0.9307544783621643	0.40355405846208015	0.12405170086862913	0.1485132091963826	0.9812482861853664
AIFM3	0.3245537395575876	0.6361956792202175	0.18778379821657754	0.9627572507859878	0.40356074221947935	-0.131403213926655	0.15731658875704282	0.9812482861853664
NFRKB	0.31820512113972055	0.6100981721753611	0.21138055882929407	0.9794029241296832	0.4036056444954218	-0.17870911043924886	0.21397187944308824	0.9812482861853664
OR13H1	0.6256534141214423	0.7617911075687009	0.25084319109413333	0.964391813926728	0.40360914306374573	0.05320437378928505	0.06370310129780739	0.9812482861853664
NOG	0.3210493511079755	0.6622484005164864	0.1719766194071901	0.8781694183784827	0.4036422344273224	-0.04158363805952359	0.04979277018899753	0.9812482861853664
CEP350	0.29143771517365225	0.719439885559016	0.20814535488525265	0.9273225521287528	0.4036942855511675	-0.18307419738213193	0.2192396128380104	0.9812482861853664
SARS1	0.3456504459497355	0.8268467508814745	0.23011820093547852	0.9944739291625854	0.4037734275855297	-0.15494984333822864	0.18559066930585727	0.9812482861853664
DNAJC28	0.36374249948565607	0.7520583436476393	0.1761486543683498	0.9682181132371507	0.403785927701497	-0.04205924470142254	0.05037766259918368	0.9812482861853664
UQCC2	0.4395012679926872	0.858935641579834	0.29501176263568074	0.9963011260821234	0.4038532928915046	-0.06245117926649495	0.07481340491606736	0.9812482861853664
ATP11B	0.860051377743693	0.7342965951807303	0.18353260214910794	0.9934540182251135	0.4038674511453204	0.2425393002367138	0.2905587627274255	0.9812482861853664
HDAC3	0.34862007766830383	0.6346034069987107	0.22360092332567538	0.9797644332411883	0.4038768714252414	-0.12473659072843621	0.14943572331883082	0.9812482861853664
ELP6	0.32733717192594547	0.8528072412962658	0.17327306218329752	0.9795955065519455	0.4039501712216378	-0.41007009122555693	0.49134481209610203	0.9812482861853664
CPNE7	0.3939723811361695	0.7511555793452168	0.2665590962623213	0.8959259587706225	0.40399887868225537	-0.21986728414811843	0.2634716512765848	0.9812482861853664
OR8S1	0.4054549742796165	0.7337400894310089	0.2123034608570098	0.9335782476994007	0.4040042370985967	-0.04802352218422502	0.05754826588784205	0.9812482861853664
SMARCD2	0.7614569282764713	0.7782711547234015	0.20020147379809272	0.9699868615055419	0.4040140405642735	0.13936698947903242	0.1670118199804912	0.9812482861853664
SCN2B	0.3641411003709152	0.7805396511529327	0.20144461013598858	0.9986484165050894	0.4040695666882118	-0.0932474273540799	0.1117571844972525	0.9812482861853664
UMODL1	0.3215628814900702	0.7117312827518467	0.2013282993688411	0.9586423561960082	0.4041835537535332	-0.22529410089983873	0.2700808165172199	0.9812482861853664
SLC51B	0.4751467749299344	0.7252161164549088	0.152618785517237	0.9883147592536512	0.4043262907004699	0.09033315326807644	0.10832357591015154	0.9812482861853664
PCNX4	0.3497204366132124	0.6837711771045931	0.22001403472986636	0.9392189972563859	0.4043340308826263	-0.09569199880299509	0.11475155961147099	0.9812482861853664
FDX2	0.4166332712500971	0.8829268682885861	0.22300215990845118	0.8930681860172571	0.40435691184186606	-0.10117639822695856	0.12133422782980977	0.9812482861853664
SERPINB13	0.3582421230291134	0.6512918310590516	0.19510903281901204	0.9737723858041057	0.4044116941698115	-0.12628116892437116	0.1514583901604599	0.9812482861853664
DPYD	0.30901719059279	0.7013246464553056	0.21740214995445306	0.9784656666928442	0.4044704780399495	-0.15252235658535185	0.18295428155510368	0.9812482861853664
TERT	0.4341091577359595	0.832639585677156	0.21137458092762296	0.8968684765992769	0.40453841070057805	-0.3048156267955039	0.36568663135109847	0.9812482861853664
RB1CC1	0.30002328425305225	0.83243050614218	0.1509789275749812	0.9766626085996771	0.4045552809938733	-0.18838864068409716	0.2260175489004286	0.9812482861853664
NADK	0.4086167480935182	0.7508406032485958	0.21668033936529907	0.943117775666672	0.40468471677916373	-0.19443108775716986	0.23333118752771542	0.9812482861853664
CTXN3	0.44348896941668936	0.7306601127264243	0.164633268819388	0.8811779844894985	0.40471910645672626	-0.04110005499468923	0.049326610810511116	0.9812482861853664
MBTD1	0.8464640309928404	0.8188925155937301	0.2099822547982666	0.9829567571372851	0.4047855831467413	0.15564499880179572	0.18682521618782866	0.9812482861853664
RNF13	0.785606718584108	0.6763605622263302	0.21718863455937554	0.8557956466736434	0.4048089723917847	0.07277949940090156	0.08736369785550388	0.9812482861853664
C16orf78	0.6763827603057111	0.7698082335462849	0.19957354202959865	0.8282156824645964	0.4048546775996963	0.11753180380337767	0.1410975902439501	0.9812482861853664
RAB40A	0.5360463713096917	0.7246307772584997	0.17803455002908242	0.8935143159844549	0.4048591139072161	0.08086862154062908	0.09708415089884281	0.9812482861853664
CGGBP1	0.331232615087407	0.764290485559131	0.20544818919094932	0.9952973601890605	0.40488710623879476	-0.10770772261793439	0.12931265155603797	0.9812482861853664
SSX3	0.6062553099295251	0.6753251702267191	0.21629157673510324	0.8935117971725258	0.40499335532557557	-0.38901129991180217	0.4671481322933937	0.9812482861853664
ANKRD20A4-ANKRD20A20P	0.360863364525159	0.6664741125546818	0.21005423118935895	0.9870245379386265	0.4050339580352119	-0.22390277777330872	0.2688991442917479	0.9812482861853664
INPP1	0.7851161454323577	0.7199267786591943	0.19727407433033217	0.9187195466172148	0.4050934751479699	0.07150208629862384	0.08588230262644991	0.9812482861853664
CCN1	0.6888961465482755	0.7678063332033364	0.20112008855120034	0.990845245327265	0.405148515864984	0.07720776220745297	0.09274634884784318	0.9812482861853664
SCAF8	0.3130619085340759	0.7156107881094589	0.18911983814428324	0.9104524379872869	0.4051967000455533	-0.15585464661166465	0.1872406603111489	0.9812482861853664
ID2	0.3718252115262297	0.826950768918346	0.27797336750034074	0.9677283663237946	0.40527990727337404	-0.11803538487187791	0.14183047878381178	0.9812482861853664
CREB3	0.6793327956620935	0.7454880508017043	0.1671242584338104	0.9142172429494442	0.4052962175435947	0.07282637597108953	0.08751069430137697	0.9812482861853664
CNTNAP2	0.3099814064518872	0.7402423037863013	0.2088811922330861	0.9845244328571282	0.4053113591649442	-0.15850454751598989	0.1904706916939	0.9812482861853664
SGTA	0.44831739474969734	0.6587746494823319	0.1840498134839892	0.8459770894381076	0.40541233054734915	0.2564037851554853	0.30817984840067714	0.9812482861853664
ZNF669	0.37265521731505646	0.7069848979763125	0.22651309342344972	0.9437336954639904	0.40543449385131825	-0.14015954292293584	0.16847015436912718	0.9812482861853664
MAP4K1	0.38117758952677006	0.6553057501429906	0.21488006181203623	0.9008134390405036	0.4054506944066626	-0.16983058154144223	0.20414144293902733	0.9812482861853664
ZNF30	0.3820881581174356	0.7888293004695466	0.22027848144168605	0.9616388945241509	0.40547258047546286	-0.11328420922220714	0.13617735709795314	0.9812482861853664
CSH1	0.7295403170050214	0.6472424089570039	0.301305637433248	0.992143504118194	0.4055032415038611	0.12542630088013557	0.15078303958638073	0.9812482861853664
PACRGL	0.3378806470842781	0.7647143169787187	0.22212970192675852	0.8857949710735364	0.40551748837348844	-0.14927833918311456	0.17946255662263028	0.9812482861853664
B4GALNT3	0.32495364152505357	0.6737968642989236	0.2326374720398301	0.9677867140392717	0.405525479593677	-0.16869845396453462	0.20281288781220955	0.9812482861853664
CASP3	0.6341085620742952	0.7056316774816975	0.20062122995634357	0.9256791903930484	0.4055526123647534	0.056651087891942585	0.06811108434589384	0.9812482861853664
MTX1	0.7038765206358033	0.8698791361350422	0.23571648183245386	0.9535487177664486	0.4055629291119137	0.0846853685860823	0.10181868034171374	0.9812482861853664
TMEM38A	0.38772159243437354	0.6909979564493252	0.22916300702750225	0.9318411643895945	0.40588850836928825	-0.0891794044509198	0.10729631316313776	0.9812482861853664
SPP2	0.42092598636646916	0.7220326153011785	0.2607767910254466	0.9506427302744729	0.4059878115496308	-0.0866557160054542	0.10428199032049858	0.9812482861853664
CPNE6	0.32404609425213315	0.7501188941158968	0.16319769323689992	0.9445278113622664	0.40604854278329183	-0.12878133075504036	0.1549962497242807	0.9812482861853664
CASKIN2	0.9387097800903446	0.8897044184823716	0.22324758779396325	0.9201579795958672	0.40609808984722806	0.16527482793881879	0.1989394143736602	0.9812482861853664
MED24	0.7515447229523557	0.6895081522862342	0.1893002189089854	0.9538780442448829	0.40614548969235187	0.16914393211203815	0.2036171707311734	0.9812482861853664
TBC1D16	0.31309938195656484	0.7426122302873454	0.1654881731809782	0.9951758003608226	0.40616603349748337	-0.15187842311826857	0.18284077913110025	0.9812482861853664
PARG	0.31564254783006485	0.6700206646230329	0.20990244133878178	0.9287494569801149	0.4062580768021078	-0.12358196716734951	0.14880490675788663	0.9812482861853664
SPOCK2	0.3523610842618611	0.7815767647697134	0.1942943205907136	0.9327289586235757	0.406263293803823	-0.13009874852474196	0.15665349703116307	0.9812482861853664
MED25	0.3286006637108976	0.8143732447426095	0.27373960983661305	0.8520695867388832	0.4062900435061151	-0.1698862630425743	0.20457378957909506	0.9812482861853664
NKX6-2	0.32308973241611905	0.7037155945232547	0.17888658131257218	0.9102876787331051	0.4063180538891855	-0.05619028991479816	0.06766731094659023	0.9812482861853664
ZFAND2B	0.7188169729149315	0.7638264484656098	0.17296364671544817	0.8988448455305692	0.4063246831787015	0.11109414292254768	0.13378731640641606	0.9812482861853664
MRM2	0.6178116629560817	0.8067760394822662	0.17842016428841456	0.8904835823685577	0.4063845506889858	0.06834672020912211	0.08231838790212234	0.9812482861853664
CABP2	0.6511305709105148	0.7228165262910874	0.18191677921465033	0.9997583648386743	0.4064343541886697	0.07933167818871803	0.09555906833295104	0.9812482861853664
SDHA	0.3149087546622872	0.731754496961718	0.16286378716074867	0.9050113439065584	0.4064469281683246	-0.16021948119592794	0.1929977395790974	0.9812482861853664
BCAS4	0.6328825887723644	0.7337112551865265	0.20551807387292953	0.9569151659870794	0.4064857194801248	0.08506746337212318	0.1024793311726361	0.9812482861853664
WWC2	0.85402052512759	0.6723023300121949	0.22116121936093913	0.9676165416730793	0.4065339119458896	0.20069955894069985	0.24180418724333955	0.9812482861853664
AGTRAP	0.41637967120056585	0.7482113465462131	0.22697094433400944	0.9945358599919131	0.40655950876107194	-0.12923999930458077	0.15571771959459027	0.9812482861853664
CYFIP2	0.7878405309427684	0.7079343889457137	0.20467648448002318	0.9405731758038555	0.4065646160588712	0.20790309621484362	0.25049944725365997	0.9812482861853664
CRYBA2	0.3750657720283317	0.6831952220072965	0.18677219479408436	0.9703885702141989	0.40659173148975825	-0.0672980746289137	0.08109116674780795	0.9812482861853664
NAPA	0.6297219541910839	0.8126737736512077	0.23675181727445682	0.9622232780962625	0.40665819149375215	0.0914367930234923	0.11019284730481856	0.9812482861853664
OR56A4	0.3747399799170372	0.7407066695959041	0.2315851867862525	0.9307184053199955	0.40672064919064677	-0.06488669205229886	0.07820704231449588	0.9812482861853664
ACD	0.3479096614041475	0.6938386963474741	0.21215808873196262	0.9950946066863097	0.4067728790219929	-0.13308459146875753	0.16042289402765772	0.9812482861853664
BPHL	0.371425187716223	0.7650861684832511	0.20898742808204396	0.8499823522756026	0.40679451437328806	-0.1132617005081113	0.13653427066122734	0.9812482861853664
OR56A1	0.4258963740851086	0.729697084797724	0.21766186274196864	0.9372879628060057	0.4068913754311889	-0.06937449212176763	0.08364655767961666	0.9812482861853664
ZNF284	0.7867641336471052	0.7414121388403309	0.23212547360401248	0.8923047522714223	0.40703915190210294	0.13247046837488924	0.15977327175061126	0.9812482861853664
HMSD	0.4727037778850649	0.8866510270771265	0.18074982879647195	0.8647315268732101	0.4070713554567804	0.059110599429660814	0.07129847380635712	0.9812482861853664
BTF3	0.39651675267850617	0.6535844721035708	0.2605998729728306	0.9544046326153807	0.4071357605728303	-0.07226072521133467	0.08717196039456758	0.9812482861853664
POLR2C	0.316990624362568	0.6713057887199039	0.17688066616998777	0.8773316808046057	0.40720245047404746	-0.10493226560427674	0.12660337747446218	0.9812482861853664
PRPS2	0.6495696127051108	0.7964426669734661	0.23479603219139622	0.9353714040011106	0.4072524328222691	0.1762484320600675	0.21267075948266675	0.9812482861853664
BRD7	0.3228741989372407	0.7901755990133351	0.22206930504379085	0.917038739250686	0.4072609546826148	-0.11829798720367783	0.14274725501842372	0.9812482861853664
PTCD3	0.35801729180677144	0.7811840208434587	0.18994381516243386	0.9418376024038481	0.4074041763618158	-0.14658579778802955	0.1769354771922207	0.9812482861853664
OTOS	0.37224545444293555	0.7494951348037575	0.22297705447902616	0.8331757569535215	0.4074796765560531	-0.03849281407420898	0.046469992601708386	0.9812482861853664
DUXA	0.567051978110021	0.7008398719469351	0.18767713306249412	0.9770941781880493	0.4075933487740545	0.08827559911697747	0.10659550328791399	0.9812482861853664
GBP2	0.395533103073598	0.8048165861360453	0.2607052999679632	0.9917350186957349	0.4076325152824939	-0.10309888535487681	0.12450547621964968	0.9812482861853664
JADE3	0.36368981460439365	0.7262777176136432	0.2140767886151178	0.9480203250385305	0.40770967972781025	-0.10743538468049167	0.12976372195676192	0.9812482861853664
ZPBP	0.5546554538924344	0.8601397710501077	0.1541232876684919	0.9662323877490194	0.4079164367687552	0.11115420140872867	0.1343146367930006	0.9812482861853664
MYPOP	0.3776146709798709	0.6506715242735	0.2111386025789741	0.9244947976243334	0.40792607819281124	-0.08486035682598411	0.10254423365225909	0.9812482861853664
STS	0.36769594017513973	0.7302814997533524	0.19986309419172799	0.9154704503141371	0.4080033107590175	-0.19914363559432785	0.240682417785947	0.9812482861853664
MANBA	0.8833215587591765	0.7890705777316576	0.17567562085182942	0.8993875089739384	0.40803207153930665	0.13863994559514758	0.1675687217463691	0.9812482861853664
NR1D2	0.6499735983294006	0.674484412318074	0.18049947799711097	0.9078245192203619	0.4080695925352259	0.10708212497363287	0.12943636789998067	0.9812482861853664
OR8A1	0.4135223967744154	0.7148907888769735	0.22290917794339393	0.9502057418130365	0.40809760242497817	-0.06110478527092782	0.07386530714082727	0.9812482861853664
DIXDC1	0.8182665180846427	0.844986951351346	0.2001152509783568	0.9175509861377708	0.40810221581886963	0.1224776678590851	0.148056155446881	0.9812482861853664
C17orf102	0.3971367261216021	0.8211052243559391	0.22478759084036892	0.964970385737268	0.4081651860423743	-0.11135346206942313	0.13462683087820745	0.9812482861853664
DNTTIP2	0.7053462701317796	0.8216670824169772	0.20727440009552445	0.9329786993998278	0.4081959580673141	0.0961652418119528	0.11627183755128083	0.9812482861853664
UNK	0.8341455401586961	0.6632690293023225	0.1522514395202156	0.8703202041987225	0.40842344503092065	0.1720150780247584	0.2080816126702038	0.9812482861853664
